Date,SharePrice,ExDiv,DivPay,DivPeriod,FwdDiv,FwdDivYield
1998-07-09,27.75,,0.0,4,0.0,0.0
1998-07-10,28.3,,0.0,4,0.0,0.0
1998-07-13,29.41,,0.0,4,0.0,0.0
1998-07-14,29.13,,0.0,4,0.0,0.0
1998-07-15,29.34,,0.0,4,0.0,0.0
1998-07-16,29.34,,0.0,4,0.0,0.0
1998-07-17,29.49,,0.0,4,0.0,0.0
1998-07-20,29.25,,0.0,4,0.0,0.0
1998-07-21,28.2,,0.0,4,0.0,0.0
1998-07-22,29.19,,0.0,4,0.0,0.0
1998-07-23,28.25,,0.0,4,0.0,0.0
1998-07-24,28.45,,0.0,4,0.0,0.0
1998-07-27,29.19,,0.0,4,0.0,0.0
1998-07-28,28.06,,0.0,4,0.0,0.0
1998-07-29,27.67,,0.0,4,0.0,0.0
1998-07-30,28.36,,0.0,4,0.0,0.0
1998-07-31,27.49,,0.0,4,0.0,0.0
1998-08-03,27.11,,0.0,4,0.0,0.0
1998-08-04,26.13,,0.0,4,0.0,0.0
1998-08-05,26.01,,0.0,4,0.0,0.0
1998-08-06,26.72,,0.0,4,0.0,0.0
1998-08-07,26.47,,0.0,4,0.0,0.0
1998-08-10,26.11,,0.0,4,0.0,0.0
1998-08-11,25.86,,0.0,4,0.0,0.0
1998-08-12,26.27,,0.0,4,0.0,0.0
1998-08-13,25.99,,0.0,4,0.0,0.0
1998-08-14,26.0,,0.0,4,0.0,0.0
1998-08-17,26.83,,0.0,4,0.0,0.0
1998-08-18,27.81,,0.0,4,0.0,0.0
1998-08-19,27.64,,0.0,4,0.0,0.0
1998-08-20,28.14,,0.0,4,0.0,0.0
1998-08-21,27.66,,0.0,4,0.0,0.0
1998-08-24,27.59,,0.0,4,0.0,0.0
1998-08-25,28.2,,0.0,4,0.0,0.0
1998-08-26,28.14,,0.0,4,0.0,0.0
1998-08-27,27.25,,0.0,4,0.0,0.0
1998-08-28,26.31,,0.0,4,0.0,0.0
1998-08-31,23.99,,0.0,4,0.0,0.0
1998-09-01,25.31,,0.0,4,0.0,0.0
1998-09-02,25.14,,0.0,4,0.0,0.0
1998-09-03,24.81,,0.0,4,0.0,0.0
1998-09-04,24.16,,0.0,4,0.0,0.0
1998-09-08,25.49,,0.0,4,0.0,0.0
1998-09-09,25.56,,0.0,4,0.0,0.0
1998-09-10,25.19,,0.0,4,0.0,0.0
1998-09-11,26.06,,0.0,4,0.0,0.0
1998-09-14,26.5,,0.0,4,0.0,0.0
1998-09-15,27.08,,0.0,4,0.0,0.0
1998-09-16,27.05,,0.0,4,0.0,0.0
1998-09-17,26.24,,0.0,4,0.0,0.0
1998-09-18,26.34,,0.0,4,0.0,0.0
1998-09-21,26.97,,0.0,4,0.0,0.0
1998-09-22,27.3,,0.0,4,0.0,0.0
1998-09-23,28.41,,0.0,4,0.0,0.0
1998-09-24,27.53,,0.0,4,0.0,0.0
1998-09-25,28.27,,0.0,4,0.0,0.0
1998-09-28,27.83,,0.0,4,0.0,0.0
1998-09-29,28.22,,0.0,4,0.0,0.0
1998-09-30,27.52,,0.0,4,0.0,0.0
1998-10-01,26.02,,0.0,4,0.0,0.0
1998-10-02,26.03,,0.0,4,0.0,0.0
1998-10-05,25.19,,0.0,4,0.0,0.0
1998-10-06,24.41,,0.0,4,0.0,0.0
1998-10-07,23.53,,0.0,4,0.0,0.0
1998-10-08,22.8,,0.0,4,0.0,0.0
1998-10-09,24.22,,0.0,4,0.0,0.0
1998-10-12,24.94,,0.0,4,0.0,0.0
1998-10-13,24.11,,0.0,4,0.0,0.0
1998-10-14,25.05,,0.0,4,0.0,0.0
1998-10-15,26.36,,0.0,4,0.0,0.0
1998-10-16,26.27,,0.0,4,0.0,0.0
1998-10-19,25.74,,0.0,4,0.0,0.0
1998-10-20,25.06,,0.0,4,0.0,0.0
1998-10-21,26.58,,0.0,4,0.0,0.0
1998-10-22,27.5,,0.0,4,0.0,0.0
1998-10-23,26.59,,0.0,4,0.0,0.0
1998-10-26,26.77,,0.0,4,0.0,0.0
1998-10-27,26.36,,0.0,4,0.0,0.0
1998-10-28,26.42,,0.0,4,0.0,0.0
1998-10-29,26.66,,0.0,4,0.0,0.0
1998-10-30,26.47,,0.0,4,0.0,0.0
1998-11-02,26.45,,0.0,4,0.0,0.0
1998-11-03,26.3,,0.0,4,0.0,0.0
1998-11-04,26.38,,0.0,4,0.0,0.0
1998-11-05,26.59,,0.0,4,0.0,0.0
1998-11-06,27.33,,0.0,4,0.0,0.0
1998-11-09,27.67,,0.0,4,0.0,0.0
1998-11-10,28.02,,0.0,4,0.0,0.0
1998-11-11,27.77,,0.0,4,0.0,0.0
1998-11-12,27.19,,0.0,4,0.0,0.0
1998-11-13,27.5,,0.0,4,0.0,0.0
1998-11-16,27.2,,0.0,4,0.0,0.0
1998-11-17,27.97,,0.0,4,0.0,0.0
1998-11-18,27.44,,0.0,4,0.0,0.0
1998-11-19,27.94,,0.0,4,0.0,0.0
1998-11-20,28.41,,0.0,4,0.0,0.0
1998-11-23,29.8,,0.0,4,0.0,0.0
1998-11-24,30.42,,0.0,4,0.0,0.0
1998-11-25,30.42,,0.0,4,0.0,0.0
1998-11-27,32.02,,0.0,4,0.0,0.0
1998-11-30,30.5,,0.0,4,0.0,0.0
1998-12-01,32.41,,0.0,4,0.0,0.0
1998-12-02,31.69,,0.0,4,0.0,0.0
1998-12-03,30.53,,0.0,4,0.0,0.0
1998-12-04,31.84,,0.0,4,0.0,0.0
1998-12-07,33.39,,0.0,4,0.0,0.0
1998-12-08,32.8,,0.0,4,0.0,0.0
1998-12-09,33.41,,0.0,4,0.0,0.0
1998-12-10,32.89,,0.0,4,0.0,0.0
1998-12-11,33.5,,0.0,4,0.0,0.0
1998-12-14,31.99,,0.0,4,0.0,0.0
1998-12-15,32.97,,0.0,4,0.0,0.0
1998-12-16,33.44,,0.0,4,0.0,0.0
1998-12-17,33.59,,0.0,4,0.0,0.0
1998-12-18,34.45,,0.0,4,0.0,0.0
1998-12-21,35.11,,0.0,4,0.0,0.0
1998-12-22,34.61,,0.0,4,0.0,0.0
1998-12-23,35.89,,0.0,4,0.0,0.0
1998-12-24,35.44,,0.0,4,0.0,0.0
1998-12-28,35.59,,0.0,4,0.0,0.0
1998-12-29,35.13,,0.0,4,0.0,0.0
1998-12-30,34.75,,0.0,4,0.0,0.0
1998-12-31,34.67,,0.0,4,0.0,0.0
1999-01-04,35.25,,0.0,4,0.0,0.0
1999-01-05,36.63,,0.0,4,0.0,0.0
1999-01-06,37.81,,0.0,4,0.0,0.0
1999-01-07,37.63,,0.0,4,0.0,0.0
1999-01-08,37.47,,0.0,4,0.0,0.0
1999-01-11,36.88,,0.0,4,0.0,0.0
1999-01-12,35.55,,0.0,4,0.0,0.0
1999-01-13,35.95,,0.0,4,0.0,0.0
1999-01-14,35.44,,0.0,4,0.0,0.0
1999-01-15,37.44,,0.0,4,0.0,0.0
1999-01-19,38.91,,0.0,4,0.0,0.0
1999-01-20,40.66,,0.0,4,0.0,0.0
1999-01-21,39.58,,0.0,4,0.0,0.0
1999-01-22,39.06,,0.0,4,0.0,0.0
1999-01-25,40.47,,0.0,4,0.0,0.0
1999-01-26,42.89,,0.0,4,0.0,0.0
1999-01-27,42.16,,0.0,4,0.0,0.0
1999-01-28,43.5,,0.0,4,0.0,0.0
1999-01-29,43.75,,0.0,4,0.0,0.0
1999-02-01,43.24,,0.0,4,0.0,0.0
1999-02-02,41.91,,0.0,4,0.0,0.0
1999-02-03,41.7,,0.0,4,0.0,0.0
1999-02-04,39.77,,0.0,4,0.0,0.0
1999-02-05,40.0,,0.0,4,0.0,0.0
1999-02-08,41.31,,0.0,4,0.0,0.0
1999-02-09,40.02,,0.0,4,0.0,0.0
1999-02-10,40.16,,0.0,4,0.0,0.0
1999-02-11,40.69,,0.0,4,0.0,0.0
1999-02-12,39.44,,0.0,4,0.0,0.0
1999-02-16,39.06,,0.0,4,0.0,0.0
1999-02-17,37.5,,0.0,4,0.0,0.0
1999-02-18,36.44,,0.0,4,0.0,0.0
1999-02-19,36.94,,0.0,4,0.0,0.0
1999-02-22,37.2,,0.0,4,0.0,0.0
1999-02-23,38.86,,0.0,4,0.0,0.0
1999-02-24,38.22,,0.0,4,0.0,0.0
1999-02-25,38.38,,0.0,4,0.0,0.0
1999-02-26,37.53,,0.0,4,0.0,0.0
1999-03-01,37.94,,0.0,4,0.0,0.0
1999-03-02,37.14,,0.0,4,0.0,0.0
1999-03-03,37.41,,0.0,4,0.0,0.0
1999-03-04,38.06,,0.0,4,0.0,0.0
1999-03-05,38.74,,0.0,4,0.0,0.0
1999-03-08,39.75,,0.0,4,0.0,0.0
1999-03-09,40.45,,0.0,4,0.0,0.0
1999-03-10,40.34,,0.0,4,0.0,0.0
1999-03-11,40.36,,0.0,4,0.0,0.0
1999-03-12,40.05,,0.0,4,0.0,0.0
1999-03-15,41.47,,0.0,4,0.0,0.0
1999-03-16,42.27,,0.0,4,0.0,0.0
1999-03-17,41.78,,0.0,4,0.0,0.0
1999-03-18,43.11,,0.0,4,0.0,0.0
1999-03-19,42.8,,0.0,4,0.0,0.0
1999-03-22,43.2,,0.0,4,0.0,0.0
1999-03-23,41.64,,0.0,4,0.0,0.0
1999-03-24,42.81,,0.0,4,0.0,0.0
1999-03-25,44.98,,0.0,4,0.0,0.0
1999-03-26,44.53,,0.0,4,0.0,0.0
1999-03-29,46.19,,0.0,4,0.0,0.0
1999-03-30,46.5,,0.0,4,0.0,0.0
1999-03-31,44.81,,0.0,4,0.0,0.0
1999-04-01,46.34,,0.0,4,0.0,0.0
1999-04-05,47.47,,0.0,4,0.0,0.0
1999-04-06,47.03,,0.0,4,0.0,0.0
1999-04-07,46.66,,0.0,4,0.0,0.0
1999-04-08,47.28,,0.0,4,0.0,0.0
1999-04-09,47.13,,0.0,4,0.0,0.0
1999-04-12,46.5,,0.0,4,0.0,0.0
1999-04-13,45.06,,0.0,4,0.0,0.0
1999-04-14,42.94,,0.0,4,0.0,0.0
1999-04-15,44.44,,0.0,4,0.0,0.0
1999-04-16,43.31,,0.0,4,0.0,0.0
1999-04-19,40.5,,0.0,4,0.0,0.0
1999-04-20,41.56,,0.0,4,0.0,0.0
1999-04-21,41.0,,0.0,4,0.0,0.0
1999-04-22,42.47,,0.0,4,0.0,0.0
1999-04-23,43.0,,0.0,4,0.0,0.0
1999-04-26,44.0,,0.0,4,0.0,0.0
1999-04-27,42.0,,0.0,4,0.0,0.0
1999-04-28,41.06,,0.0,4,0.0,0.0
1999-04-29,41.03,,0.0,4,0.0,0.0
1999-04-30,40.66,,0.0,4,0.0,0.0
1999-05-03,39.94,,0.0,4,0.0,0.0
1999-05-04,39.03,,0.0,4,0.0,0.0
1999-05-05,39.56,,0.0,4,0.0,0.0
1999-05-06,38.97,,0.0,4,0.0,0.0
1999-05-07,39.53,,0.0,4,0.0,0.0
1999-05-10,39.84,,0.0,4,0.0,0.0
1999-05-11,39.94,,0.0,4,0.0,0.0
1999-05-12,40.25,,0.0,4,0.0,0.0
1999-05-13,39.56,,0.0,4,0.0,0.0
1999-05-14,38.44,,0.0,4,0.0,0.0
1999-05-17,39.56,,0.0,4,0.0,0.0
1999-05-18,39.34,,0.0,4,0.0,0.0
1999-05-19,39.66,,0.0,4,0.0,0.0
1999-05-20,39.22,,0.0,4,0.0,0.0
1999-05-21,38.78,,0.0,4,0.0,0.0
1999-05-24,38.63,,0.0,4,0.0,0.0
1999-05-25,38.13,,0.0,4,0.0,0.0
1999-05-26,39.25,,0.0,4,0.0,0.0
1999-05-27,39.19,,0.0,4,0.0,0.0
1999-05-28,40.34,,0.0,4,0.0,0.0
1999-06-01,39.25,,0.0,4,0.0,0.0
1999-06-02,39.22,,0.0,4,0.0,0.0
1999-06-03,39.31,,0.0,4,0.0,0.0
1999-06-04,39.78,,0.0,4,0.0,0.0
1999-06-07,40.13,,0.0,4,0.0,0.0
1999-06-08,39.69,,0.0,4,0.0,0.0
1999-06-09,41.16,,0.0,4,0.0,0.0
1999-06-10,39.94,,0.0,4,0.0,0.0
1999-06-11,39.06,,0.0,4,0.0,0.0
1999-06-14,38.78,,0.0,4,0.0,0.0
1999-06-15,38.84,,0.0,4,0.0,0.0
1999-06-16,40.5,,0.0,4,0.0,0.0
1999-06-17,41.44,,0.0,4,0.0,0.0
1999-06-18,42.5,,0.0,4,0.0,0.0
1999-06-21,44.47,,0.0,4,0.0,0.0
1999-06-22,43.25,,0.0,4,0.0,0.0
1999-06-23,43.0,,0.0,4,0.0,0.0
1999-06-24,42.31,,0.0,4,0.0,0.0
1999-06-25,42.47,,0.0,4,0.0,0.0
1999-06-28,43.38,,0.0,4,0.0,0.0
1999-06-29,44.0,,0.0,4,0.0,0.0
1999-06-30,45.09,,0.0,4,0.0,0.0
1999-07-01,45.59,,0.0,4,0.0,0.0
1999-07-02,46.0,,0.0,4,0.0,0.0
1999-07-06,44.78,,0.0,4,0.0,0.0
1999-07-07,46.16,,0.0,4,0.0,0.0
1999-07-08,46.28,,0.0,4,0.0,0.0
1999-07-09,46.22,,0.0,4,0.0,0.0
1999-07-12,47.09,,0.0,4,0.0,0.0
1999-07-13,46.81,,0.0,4,0.0,0.0
1999-07-14,47.47,,0.0,4,0.0,0.0
1999-07-15,47.19,,0.0,4,0.0,0.0
1999-07-16,49.72,,0.0,4,0.0,0.0
1999-07-19,49.19,,0.0,4,0.0,0.0
1999-07-20,46.66,,0.0,4,0.0,0.0
1999-07-21,47.34,,0.0,4,0.0,0.0
1999-07-22,45.53,,0.0,4,0.0,0.0
1999-07-23,45.13,,0.0,4,0.0,0.0
1999-07-26,43.81,,0.0,4,0.0,0.0
1999-07-27,44.41,,0.0,4,0.0,0.0
1999-07-28,45.0,,0.0,4,0.0,0.0
1999-07-29,43.47,,0.0,4,0.0,0.0
1999-07-30,42.91,,0.0,4,0.0,0.0
1999-08-02,42.41,,0.0,4,0.0,0.0
1999-08-03,42.38,,0.0,4,0.0,0.0
1999-08-04,42.47,,0.0,4,0.0,0.0
1999-08-05,42.88,,0.0,4,0.0,0.0
1999-08-06,42.56,,0.0,4,0.0,0.0
1999-08-09,41.91,,0.0,4,0.0,0.0
1999-08-10,41.47,,0.0,4,0.0,0.0
1999-08-11,42.09,,0.0,4,0.0,0.0
1999-08-12,40.88,,0.0,4,0.0,0.0
1999-08-13,41.25,,0.0,4,0.0,0.0
1999-08-16,42.16,,0.0,4,0.0,0.0
1999-08-17,42.28,,0.0,4,0.0,0.0
1999-08-18,42.5,,0.0,4,0.0,0.0
1999-08-19,41.91,,0.0,4,0.0,0.0
1999-08-20,41.69,,0.0,4,0.0,0.0
1999-08-23,43.22,,0.0,4,0.0,0.0
1999-08-24,46.09,,0.0,4,0.0,0.0
1999-08-25,47.69,,0.0,4,0.0,0.0
1999-08-26,47.31,,0.0,4,0.0,0.0
1999-08-27,46.63,,0.0,4,0.0,0.0
1999-08-30,46.13,,0.0,4,0.0,0.0
1999-08-31,46.28,,0.0,4,0.0,0.0
1999-09-01,46.19,,0.0,4,0.0,0.0
1999-09-02,45.91,,0.0,4,0.0,0.0
1999-09-03,47.94,,0.0,4,0.0,0.0
1999-09-07,47.13,,0.0,4,0.0,0.0
1999-09-08,46.13,,0.0,4,0.0,0.0
1999-09-09,47.03,,0.0,4,0.0,0.0
1999-09-10,47.5,,0.0,4,0.0,0.0
1999-09-13,46.94,,0.0,4,0.0,0.0
1999-09-14,47.53,,0.0,4,0.0,0.0
1999-09-15,46.31,,0.0,4,0.0,0.0
1999-09-16,47.0,,0.0,4,0.0,0.0
1999-09-17,48.22,,0.0,4,0.0,0.0
1999-09-20,48.78,,0.0,4,0.0,0.0
1999-09-21,47.31,,0.0,4,0.0,0.0
1999-09-22,48.03,,0.0,4,0.0,0.0
1999-09-23,45.59,,0.0,4,0.0,0.0
1999-09-24,45.47,,0.0,4,0.0,0.0
1999-09-27,45.72,,0.0,4,0.0,0.0
1999-09-28,46.06,,0.0,4,0.0,0.0
1999-09-29,44.75,,0.0,4,0.0,0.0
1999-09-30,45.28,,0.0,4,0.0,0.0
1999-10-01,44.99,,0.0,4,0.0,0.0
1999-10-04,46.28,,0.0,4,0.0,0.0
1999-10-05,45.91,,0.0,4,0.0,0.0
1999-10-06,46.84,,0.0,4,0.0,0.0
1999-10-07,46.88,,0.0,4,0.0,0.0
1999-10-08,47.47,,0.0,4,0.0,0.0
1999-10-11,47.16,,0.0,4,0.0,0.0
1999-10-12,46.28,,0.0,4,0.0,0.0
1999-10-13,45.53,,0.0,4,0.0,0.0
1999-10-14,45.34,,0.0,4,0.0,0.0
1999-10-15,44.03,,0.0,4,0.0,0.0
1999-10-18,43.94,,0.0,4,0.0,0.0
1999-10-19,43.16,,0.0,4,0.0,0.0
1999-10-20,46.13,,0.0,4,0.0,0.0
1999-10-21,46.53,,0.0,4,0.0,0.0
1999-10-22,46.34,,0.0,4,0.0,0.0
1999-10-25,46.22,,0.0,4,0.0,0.0
1999-10-26,46.19,,0.0,4,0.0,0.0
1999-10-27,45.44,,0.0,4,0.0,0.0
1999-10-28,44.94,,0.0,4,0.0,0.0
1999-10-29,46.28,,0.0,4,0.0,0.0
1999-11-01,46.19,,0.0,4,0.0,0.0
1999-11-02,46.28,,0.0,4,0.0,0.0
1999-11-03,46.0,,0.0,4,0.0,0.0
1999-11-04,45.88,,0.0,4,0.0,0.0
1999-11-05,45.78,,0.0,4,0.0,0.0
1999-11-08,44.97,,0.0,4,0.0,0.0
1999-11-09,44.44,,0.0,4,0.0,0.0
1999-11-10,43.56,,0.0,4,0.0,0.0
1999-11-11,44.81,,0.0,4,0.0,0.0
1999-11-12,44.59,,0.0,4,0.0,0.0
1999-11-15,43.5,,0.0,4,0.0,0.0
1999-11-16,43.66,,0.0,4,0.0,0.0
1999-11-17,42.5,,0.0,4,0.0,0.0
1999-11-18,42.47,,0.0,4,0.0,0.0
1999-11-19,43.0,,0.0,4,0.0,0.0
1999-11-22,44.91,,0.0,4,0.0,0.0
1999-11-23,44.81,,0.0,4,0.0,0.0
1999-11-24,45.84,,0.0,4,0.0,0.0
1999-11-26,45.56,,0.0,4,0.0,0.0
1999-11-29,45.09,,0.0,4,0.0,0.0
1999-11-30,45.52,,0.0,4,0.0,0.0
1999-12-01,46.59,,0.0,4,0.0,0.0
1999-12-02,47.41,,0.0,4,0.0,0.0
1999-12-03,48.06,,0.0,4,0.0,0.0
1999-12-06,46.75,,0.0,4,0.0,0.0
1999-12-07,46.5,,0.0,4,0.0,0.0
1999-12-08,45.88,,0.0,4,0.0,0.0
1999-12-09,46.38,,0.0,4,0.0,0.0
1999-12-10,46.94,,0.0,4,0.0,0.0
1999-12-13,48.31,,0.0,4,0.0,0.0
1999-12-14,49.34,,0.0,4,0.0,0.0
1999-12-15,54.22,,0.0,4,0.0,0.0
1999-12-16,56.5,,0.0,4,0.0,0.0
1999-12-17,57.63,,0.0,4,0.0,0.0
1999-12-20,56.38,,0.0,4,0.0,0.0
1999-12-21,57.94,,0.0,4,0.0,0.0
1999-12-22,57.38,,0.0,4,0.0,0.0
1999-12-23,58.72,,0.0,4,0.0,0.0
1999-12-27,59.56,,0.0,4,0.0,0.0
1999-12-28,58.75,,0.0,4,0.0,0.0
1999-12-29,58.97,,0.0,4,0.0,0.0
1999-12-30,58.81,,0.0,4,0.0,0.0
1999-12-31,58.38,,0.0,4,0.0,0.0
2000-01-03,58.28,,0.0,4,0.0,0.0
2000-01-04,55.78,,0.0,4,0.0,0.0
2000-01-05,56.91,,0.0,4,0.0,0.0
2000-01-06,55.0,,0.0,4,0.0,0.0
2000-01-07,55.72,,0.0,4,0.0,0.0
2000-01-10,56.13,,0.0,4,0.0,0.0
2000-01-11,54.69,,0.0,4,0.0,0.0
2000-01-12,52.91,,0.0,4,0.0,0.0
2000-01-13,53.91,,0.0,4,0.0,0.0
2000-01-14,56.13,,0.0,4,0.0,0.0
2000-01-18,57.66,,0.0,4,0.0,0.0
2000-01-19,53.5,,0.0,4,0.0,0.0
2000-01-20,53.0,,0.0,4,0.0,0.0
2000-01-21,51.88,,0.0,4,0.0,0.0
2000-01-24,50.63,,0.0,4,0.0,0.0
2000-01-25,51.41,,0.0,4,0.0,0.0
2000-01-26,49.0,,0.0,4,0.0,0.0
2000-01-27,49.38,,0.0,4,0.0,0.0
2000-01-28,49.13,,0.0,4,0.0,0.0
2000-01-31,48.94,,0.0,4,0.0,0.0
2000-02-01,51.47,,0.0,4,0.0,0.0
2000-02-02,50.41,,0.0,4,0.0,0.0
2000-02-03,51.81,,0.0,4,0.0,0.0
2000-02-04,53.28,,0.0,4,0.0,0.0
2000-02-07,53.31,,0.0,4,0.0,0.0
2000-02-08,54.97,,0.0,4,0.0,0.0
2000-02-09,52.0,,0.0,4,0.0,0.0
2000-02-10,53.0,,0.0,4,0.0,0.0
2000-02-11,49.97,,0.0,4,0.0,0.0
2000-02-14,49.81,,0.0,4,0.0,0.0
2000-02-15,49.28,,0.0,4,0.0,0.0
